layer,context,response_idx,predicted_emotion,correct,correct_sim,sim_afraid,sim_angry,sim_anxious,sim_devastated,sim_lonely,sim_sad,sim_terrified,sim_furious,sim_grateful,sim_hopeful,sim_faithful
0,afraid,15,sad,False,0.6081658750189083,0.6081658750189083,0.604948528211695,0.630600019077752,0.5936474846079364,0.6175517936827524,0.6331231878389393,0.5922502516970748,0.5894865635653561,0.6166455580141921,0.6188678427726686,0.6178344002703149
0,afraid,16,terrified,False,0.8100263677280535,0.8100263677280535,0.7672083845209012,0.7918116165730334,0.766810826836752,0.7814273083424201,0.7766334631817544,0.8125796484161045,0.7885984704004319,0.7902856419590412,0.7884551583438539,0.7920037257845725
0,afraid,17,terrified,False,0.79446628478743,0.79446628478743,0.7516034367773319,0.7794987830367375,0.7609543718249738,0.7559854756023687,0.756464236068044,0.8164775973945315,0.7705264717065645,0.7803457566855221,0.7698408865287145,0.7687990864232168
0,afraid,18,angry,False,0.5416854414351648,0.5416854414351648,0.5628606246838197,0.5585468902225071,0.5480387439868761,0.5434527148834883,0.5495591882868047,0.543324380523146,0.5530276732350023,0.543197883189414,0.5562081290060094,0.5456219034621701
0,afraid,19,faithful,False,0.7444423011444189,0.7444423011444189,0.7233828147491189,0.7454229581226957,0.720454140284853,0.7429545480171706,0.7494958177991111,0.7376147238045704,0.7254691157994344,0.7449387359796734,0.7398448935562998,0.7600704183437224
0,afraid,20,hopeful,False,0.7407500999730933,0.7407500999730933,0.7157446933802617,0.7461990554651967,0.7065434869083047,0.7456478626188925,0.724485519182847,0.7320696756780144,0.724046222777081,0.7376757331579233,0.7559504847211351,0.7546817519227185
0,afraid,21,sad,False,0.40021578599227836,0.40021578599227836,0.40760258580031133,0.40038731089775365,0.4278931513817913,0.4270098116846482,0.44611214939383825,0.39108258989990563,0.403148268754286,0.3938126507872303,0.3937266036671855,0.39959616697370975
0,afraid,22,faithful,False,0.7415242505600317,0.7415242505600317,0.7242172492641661,0.7463966087723368,0.707563770229827,0.7434809870721458,0.7295955058248963,0.7337373872061288,0.7256200113692521,0.7406741568502735,0.7435657910484226,0.7521712138092616
0,afraid,23,devastated,False,0.24385283721847775,0.24385283721847775,0.284675965712302,0.24096659421516603,0.3047088511400093,0.28249320343877,0.29879227328746627,0.21158844400494053,0.2571731088048652,0.2277372240873067,0.2516525799921895,0.23609690014606133
0,afraid,24,devastated,False,0.5152913024311276,0.5152913024311276,0.5175332615599837,0.5077612927026955,0.5386922129909838,0.5011062050101783,0.534865412879501,0.5101796157990941,0.5118049021774335,0.5000526257583924,0.49610068077156066,0.4984343802698244
0,afraid,25,hopeful,False,0.7472857320140671,0.7472857320140671,0.7388736868788919,0.759590402453102,0.7103652559961859,0.7342550692760225,0.7206104447639824,0.7473370593082942,0.7446000170370811,0.7487794732945245,0.7648913555533141,0.7590560250764095
0,afraid,26,afraid,True,0.6110237218788159,0.6110237218788159,0.5884889584605072,0.6011576454065242,0.5940769189721691,0.6053195446967539,0.6085435192694342,0.6055877473360123,0.5900596580931526,0.5926046812705607,0.5904552218942163,0.6017687237651882
0,afraid,27,faithful,False,0.6553417759071933,0.6553417759071933,0.6560860052237814,0.6714231291547632,0.6557369765883267,0.6588252222273772,0.6677594249192673,0.6561881672195062,0.6574418687734117,0.6598392166345051,0.6469670368394388,0.6732404258149265
0,afraid,28,furious,False,0.7337646981983108,0.7337646981983108,0.7424595217866128,0.7210091851854066,0.7248150872984749,0.7168215290468285,0.7035476047644542,0.7525411908609076,0.756874753105682,0.742006901349955,0.7130213914954553,0.7245697876508439
0,afraid,29,hopeful,False,0.5683570531618848,0.5683570531618848,0.582998998165372,0.5777905083678694,0.5566589523846877,0.577917564186353,0.5633901093070514,0.5512238174623395,0.5775758304960475,0.5663363675510595,0.5896895663120274,0.5716153834128099
0,afraid,30,hopeful,False,0.7067154720454496,0.7067154720454496,0.6878028209858437,0.7193728898597811,0.6748640526208752,0.7135899126339853,0.7121622902070049,0.6937202712469308,0.6851749429649581,0.7101638920147297,0.7385075966891017,0.7273215010797144
0,afraid,31,afraid,True,0.8598032386395003,0.8598032386395003,0.8444747698445747,0.8536381673034952,0.8277513487081944,0.8325256699101639,0.8304888780613062,0.8576998499278105,0.8562456829921363,0.8506984979688293,0.835186927873977,0.847209285481789
0,afraid,32,faithful,False,0.7742244619460124,0.7742244619460124,0.7469766299453493,0.7776255340548109,0.7331351804809436,0.766415520375749,0.761101420625617,0.7658001005826387,0.7549745311968024,0.7765345184907881,0.7692042087814475,0.7865373117441276
0,afraid,33,anxious,False,0.7253607542085454,0.7253607542085454,0.7101131366473447,0.7449191712768907,0.6907635084296115,0.7232253674683599,0.7060814553806187,0.7248194688237752,0.7193353137880985,0.7291380077064463,0.7315566932713677,0.7407694271563094
0,afraid,34,afraid,True,0.6876166062050155,0.6876166062050155,0.6739588929519191,0.6817723947838774,0.6498999060231679,0.6712372390419528,0.6563407842699,0.6829080275206808,0.6763546006710865,0.6791946244185987,0.6750340540865953,0.679591175406774
0,afraid,35,afraid,True,0.746733132043147,0.746733132043147,0.7175963165145283,0.735951206082768,0.7304424653524701,0.7332082899803317,0.7419872157955312,0.7382829779514638,0.7241280577931243,0.730712595046068,0.7298236406987337,0.7318432972467637
0,afraid,36,sad,False,0.3679385260996816,0.3679385260996816,0.3742829772150065,0.3682660985601662,0.40228748883176224,0.4047697161365812,0.4189243043883598,0.35272154003930145,0.36634126444188614,0.35505678471105356,0.3560122589372536,0.36218177124931106
0,afraid,37,anxious,False,0.6209209834087857,0.6209209834087857,0.6289083501396452,0.6526088899420376,0.6011274297444168,0.6151818515147155,0.6238208689522388,0.6059161555760779,0.6176767958811586,0.6270691749794743,0.6427264296380594,0.6304544808859944
0,afraid,38,faithful,False,0.7515575431724671,0.7515575431724671,0.7146263238337929,0.7555173164492784,0.7097595840728974,0.7394720648174715,0.7429539245632772,0.7469096114612035,0.7199574260399604,0.7525355979989985,0.7481626535539038,0.758976013250475
0,afraid,39,lonely,False,0.6812819231866758,0.6812819231866758,0.6634606002421737,0.6868768241388756,0.6588226645971232,0.6960624196636038,0.6777869351308572,0.6701524689117934,0.6685804751050437,0.6833207549071496,0.6895213111421556,0.690341772782346
0,afraid,40,afraid,True,0.7529642310967606,0.7529642310967606,0.7254145962260151,0.7515018553394359,0.709546129400694,0.7459235894928101,0.7418725590081505,0.730603289254104,0.7228657485584782,0.741671604012561,0.7511325046198146,0.7469500619972249
0,afraid,41,sad,False,0.5152644867487384,0.5152644867487384,0.518508464366277,0.5155433714261768,0.535129060814846,0.5326715793222333,0.5568797145283615,0.5035441752778398,0.5179008960719016,0.509008431058829,0.5099778859336257,0.5160527592965409
0,afraid,42,sad,False,0.5476178449569317,0.5476178449569317,0.5496006367369209,0.5512953827140996,0.5486918046284714,0.5489038371801328,0.5690525131428095,0.5374823956435462,0.5353811269265156,0.5321797110289112,0.5446186111719727,0.5437157582702334
0,afraid,43,afraid,True,0.8047266554748741,0.8047266554748741,0.7563092786823187,0.7823963501339962,0.7450413083199959,0.7841365107682039,0.7582659744795799,0.7931616180897212,0.7754956349401552,0.7823674645512821,0.779872688039142,0.7833854591838315
0,afraid,44,angry,False,0.4479472921403779,0.4479472921403779,0.4611277689815473,0.4441911959292524,0.46088673631114846,0.45440976579190656,0.4605881135265205,0.439453103883097,0.4504721476541592,0.44082080114910205,0.45532108369112184,0.4442436100295957
0,afraid,45,hopeful,False,0.5887349962120809,0.5887349962120809,0.5817318290966697,0.5892738074898365,0.5714188890530204,0.5789718631909908,0.5719285963485701,0.5661239359856536,0.5899510220474846,0.5922399324974356,0.5932130466532364,0.5780212817448142
0,afraid,46,faithful,False,0.6457317818604726,0.6457317818604726,0.6208900910975728,0.6528114140989008,0.6117840803257688,0.6464310199524459,0.6401934878088512,0.6299394312719613,0.6260160219745121,0.6437056025997782,0.6409454374226777,0.6533554619573377
0,afraid,47,terrified,False,0.7450007403682575,0.7450007403682575,0.7202393665766467,0.7328021880990065,0.7051040327791995,0.7084379708166387,0.7162750656682,0.7458052815989686,0.7353547597228585,0.736685168434909,0.7242356054314864,0.7374285420322999
0,afraid,48,anxious,False,0.6429489307970598,0.6429489307970598,0.6341250195842709,0.656769951098236,0.6213278356783316,0.6402587778759167,0.6408323737803419,0.6351607682400706,0.6314170243790842,0.6319798323170939,0.6532104488040709,0.6475704892437817
0,afraid,49,lonely,False,0.7210239782905827,0.7210239782905827,0.7322246181363836,0.7305581018261365,0.7223203678952702,0.746246193683644,0.7338121198726065,0.7193035271715587,0.723118639275911,0.7368395514124849,0.7247713542660321,0.7381098911750037
0,afraid,50,anxious,False,0.7253167172380048,0.7253167172380048,0.7162706705694502,0.7277918625840865,0.7022635548870935,0.7043733760350418,0.7059544743470966,0.7215239464069473,0.7246121709151027,0.7177756756468872,0.720262488812596,0.7184349400166086
0,afraid,51,devastated,False,0.11965988818626926,0.11965988818626926,0.17340292803318497,0.11163755229000297,0.18755852802608924,0.1469457007379703,0.17227510334704182,0.10092074315452464,0.14946239280674203,0.10654274509473022,0.11270316926091462,0.09867507908511522
0,afraid,52,sad,False,0.3672663238596025,0.3672663238596025,0.37517041640903115,0.37385129209198925,0.3979830994954384,0.39100561922532895,0.41558686594315186,0.3576468673612837,0.3622920303994909,0.36062224907762475,0.357821039020975,0.36675948403745134
0,afraid,53,sad,False,0.7843665491505454,0.7843665491505454,0.7793461412346137,0.7809260185046664,0.7731623000079648,0.7588604330557192,0.7903572751025987,0.7734394024255553,0.775988544602489,0.7837573046604217,0.7749482660716083,0.7789925851348861
0,afraid,54,devastated,False,0.5470274420500258,0.5470274420500258,0.5396222313153323,0.5213554757730781,0.5537616814103987,0.5064221815804897,0.5323058539155348,0.5349319190328351,0.5405962845937743,0.4974192259373676,0.5172448728759123,0.4932677480492501
0,afraid,55,sad,False,0.5878686454414142,0.5878686454414142,0.5787656543815053,0.6062575343176668,0.5869623558748682,0.5932009541113632,0.6090675717809544,0.5841033993519431,0.5757719072694272,0.590023515902217,0.5951109557951624,0.5968588998683688
0,afraid,56,sad,False,0.6100646333509641,0.6100646333509641,0.6090032858092866,0.6187192886808558,0.6233390906857457,0.6217141896186875,0.6275585958628962,0.614373885333655,0.609606454215151,0.6266865235189576,0.6173802030597546,0.6213281277308297
0,afraid,57,hopeful,False,0.7797243229533012,0.7797243229533012,0.7556154804049469,0.7880284563930355,0.7494422196545037,0.7715188977766976,0.763305917041089,0.7779818517641873,0.7664265026368996,0.777164773526285,0.7928279161880225,0.7880593603572117
0,afraid,58,anxious,False,0.6565116741809911,0.6565116741809911,0.6300077485114051,0.6616919432914447,0.6218387982583949,0.6526508227516543,0.6412150208615566,0.6519387124017266,0.6386868739972318,0.649925685086701,0.657682992251422,0.6559415836246377
0,afraid,59,faithful,False,0.6955227162238864,0.6955227162238864,0.6720716741611108,0.7021762515459561,0.6684737023771038,0.6969376563774878,0.6808390087400426,0.6896926408902846,0.681945310912237,0.6898705184541358,0.7008167609305389,0.7031628443552499
0,afraid,60,terrified,False,0.7674578409344475,0.7674578409344475,0.7508905521438703,0.7577049345653399,0.7418486868108025,0.7490633187618323,0.7418354271016512,0.7734975364310605,0.7716181294035663,0.7629723698437073,0.7479763546050993,0.7591810307868143
0,afraid,61,anxious,False,0.7329130723069956,0.7329130723069956,0.6967353625621683,0.7552343716027834,0.6931795043701547,0.7300903052327936,0.730701868937575,0.7234912720063256,0.7042422509322377,0.7491701700168323,0.7394938587000869,0.7503216721412209
0,afraid,62,sad,False,0.3810883570337261,0.3810883570337261,0.38465810602532957,0.38578269354824624,0.412516676730875,0.4195465634805049,0.4327412010523136,0.3655944016184143,0.3816068038512129,0.37421975020839515,0.37538610142463724,0.38425784855599576
0,afraid,63,grateful,False,0.731477486065168,0.731477486065168,0.729730542351789,0.7345810670788584,0.718359331793208,0.7398805066608628,0.7162840661403669,0.7437310360256537,0.7323241001761699,0.7443034268611115,0.724175446653091,0.7375471554656954
0,afraid,64,faithful,False,0.7160945560383676,0.7160945560383676,0.6888572915839357,0.723534721780055,0.6785112440342767,0.7082733751431773,0.7058634303380125,0.7178691180077694,0.6962292182628339,0.7129259852125547,0.7162145188569526,0.7245113613357648
0,afraid,65,anxious,False,0.6993832346685039,0.6993832346685039,0.6748812139261824,0.7220761648574219,0.6747352829420987,0.6920743263331722,0.7091326908164184,0.6827840013612752,0.6764803903269614,0.7043329268268401,0.7039369705825701,0.7028729320743987
0,afraid,66,anxious,False,0.5870925304793739,0.5870925304793739,0.573419759680688,0.6167950373797012,0.5719785668684942,0.5937629574302346,0.5995218220916463,0.5808468190080125,0.5703017409986956,0.58622534573447,0.6002993378792574,0.6000649371158593
0,afraid,67,afraid,True,0.7512301718308378,0.7512301718308378,0.7487670761536874,0.7086683310692841,0.7254301528297653,0.7223866692136534,0.7219503678708274,0.7450953409482992,0.741308577531465,0.7270665834003319,0.6871035431004572,0.7184396629207594
0,afraid,68,angry,False,0.582638869104148,0.582638869104148,0.6040668179901761,0.5733876911312356,0.5671783703323312,0.578292182832868,0.5774552695714308,0.591701407845505,0.5829280066917153,0.5736283238229325,0.5559430654092576,0.5698058163683387
0,afraid,69,hopeful,False,0.7570495956004051,0.7570495956004051,0.7303842610543604,0.7818961803898503,0.7183131130918456,0.7517592360615886,0.7415200253366208,0.7586359120954724,0.745295452840981,0.7658616614120691,0.7843070381036543,0.7796488853076509
0,afraid,70,anxious,False,0.7744240638977048,0.7744240638977048,0.7489038410637718,0.8010755549862091,0.7333740982532861,0.7699722535641753,0.7644187096908494,0.7673725331465222,0.7556228898965109,0.7876679689951955,0.7950756699822015,0.7904713447845907
0,afraid,71,hopeful,False,0.6810171733921678,0.6810171733921678,0.6684040366082449,0.6947501339447271,0.650912659659415,0.6735464300047416,0.6750155629672527,0.6658876533768174,0.6616771170502735,0.6806873057895226,0.6952881799110748,0.6881372970394383
0,afraid,72,faithful,False,0.7315685247996108,0.7315685247996108,0.7190483981501983,0.738790194651363,0.7015959042955602,0.7259792476600259,0.715191803784152,0.7395064448783288,0.730359718403523,0.7326139192992385,0.7371131973628802,0.7414523939436752
0,afraid,73,sad,False,0.5436819007456113,0.5436819007456113,0.5213692920095676,0.527991626346232,0.531655972994024,0.5211690505822042,0.5547646706655622,0.5265545625343575,0.5073509235100515,0.5124543896281837,0.5035028889732791,0.507143591178034
0,afraid,74,afraid,True,0.729049956051434,0.729049956051434,0.7021371355292121,0.7162871219386442,0.7014141062666873,0.7057204671060338,0.7118875588813085,0.728718975092348,0.712033540820957,0.7133462454495448,0.7155045280066261,0.7190171975029384
0,afraid,75,faithful,False,0.8168208238393113,0.8168208238393113,0.8013511749094094,0.8282153464293385,0.7808939870070475,0.8157284112985439,0.7940419570649004,0.8083756602398613,0.8018852530929116,0.8390382867074047,0.8266670793918371,0.8422678356574641
0,afraid,76,lonely,False,0.6069127727272683,0.6069127727272683,0.5953157957232318,0.6272672619107257,0.5981667654078144,0.651340586094793,0.6291270700377306,0.5917754971057575,0.5865552963378822,0.5924558900785548,0.6037812739259889,0.610553071429421
0,afraid,77,terrified,False,0.5858929683536795,0.5858929683536795,0.5849113775051387,0.5713072150944215,0.5485209863138814,0.5642836173566412,0.5562422161096581,0.5952662981183467,0.5779520380015041,0.5769023518180283,0.5684016027511414,0.5720021838306535
0,afraid,78,anxious,False,0.7292572770363588,0.7292572770363588,0.6970309045702245,0.7539865408751241,0.686968715246026,0.7226561375881545,0.7352478259650052,0.7124727524382246,0.6970272087212359,0.7363099741556841,0.7335801449941879,0.7396664269202631
0,afraid,79,anxious,False,0.7686697798430774,0.7686697798430774,0.7568709023247897,0.7940120278018579,0.7322628868297416,0.7646265166014174,0.7571752744163558,0.7620729538636339,0.7510389719742712,0.7793675270017784,0.771303924648734,0.7859605283469685
0,afraid,80,devastated,False,0.24385283721847775,0.24385283721847775,0.284675965712302,0.24096659421516603,0.3047088511400093,0.28249320343877,0.29879227328746627,0.21158844400494053,0.2571731088048652,0.2277372240873067,0.2516525799921895,0.23609690014606133
0,afraid,81,faithful,False,0.6915395361583709,0.6915395361583709,0.6695170854662852,0.6991724945463561,0.6737337770155098,0.697059088793488,0.6925079484641448,0.6932824967098834,0.6823035544468743,0.6966164303735569,0.7034540660059675,0.7076354196593886
0,afraid,82,anxious,False,0.7680529280504064,0.7680529280504064,0.7446285428426902,0.7993295480043558,0.7237166838293174,0.7638358061720385,0.7574799910321299,0.7609140995994853,0.7438997652154996,0.7707854562950895,0.7911267429032987,0.7941459782173549
0,afraid,83,sad,False,0.518115320802575,0.518115320802575,0.5032509656614401,0.5318492304070251,0.5189022568603749,0.5389224922293694,0.5612142420408959,0.49252002702382547,0.4864393053298182,0.506838622636141,0.5188956126792315,0.5290479520440121
0,afraid,84,faithful,False,0.6698056225620523,0.6698056225620523,0.6669664532433242,0.6911270326590656,0.6494550915265095,0.678949124759621,0.6614574911776353,0.6679921850803091,0.6680712705914571,0.6816131746593432,0.6882535692117574,0.6929961545379009
0,afraid,85,anxious,False,0.6863750988173062,0.6863750988173062,0.6777389690816167,0.6928141336884657,0.671864652930287,0.681496740811673,0.681185877655298,0.69065742804786,0.6887255085118142,0.6829594483745146,0.6763539211076445,0.6872693103285084
0,afraid,86,sad,False,0.34745963643195443,0.34745963643195443,0.35593508673868013,0.369979173192619,0.3649273155905388,0.37034807608590503,0.3831827351884353,0.33358361230916345,0.3388656682862818,0.32639232781413363,0.33583787606473836,0.3331951964120286
0,afraid,87,hopeful,False,0.8241607466687018,0.8241607466687018,0.7955452330708992,0.8235170108643803,0.7899147809785315,0.8066173765576161,0.8056680206846294,0.8214086985962827,0.8088126948490549,0.8260919116817903,0.829540672964118,0.8193043194337235
0,afraid,88,afraid,True,0.7969544323984648,0.7969544323984648,0.7417768093504058,0.7761270174597322,0.7240892863895073,0.7383120628779072,0.7317035903979237,0.7841537365248512,0.7556008531813556,0.7730593855537439,0.7670107577664025,0.7519610204361842
0,afraid,89,anxious,False,0.6705920457458574,0.6705920457458574,0.6608366665359459,0.6894314426256252,0.6502059335247445,0.6778398631603986,0.6745669758387424,0.6697093294752541,0.6613554189737377,0.6716937143027097,0.6779933269402151,0.6843453411203356
0,afraid,90,sad,False,0.5634625275834856,0.5634625275834856,0.5478213161055396,0.5660794879532878,0.5568122559596396,0.5701815695470885,0.5763140313739923,0.5494895764370513,0.5486900740365803,0.5601647493035378,0.5614939783909543,0.5664234167746727
0,afraid,91,anxious,False,0.7689936670855833,0.7689936670855833,0.7604310055801674,0.7851370152610802,0.7384315696173158,0.7525516726583414,0.7610480395086041,0.7706483054185524,0.7707269297436002,0.7644388573258565,0.7697704442078255,0.7732389972975708
0,afraid,92,anxious,False,0.6096292793292707,0.6096292793292707,0.6202648737118875,0.6380629246321561,0.6026716942733531,0.6310399274996147,0.6202887151490837,0.6073265239606112,0.6141582447650493,0.6120826890803802,0.6197619374086535,0.6260034312748362
0,afraid,93,terrified,False,0.7216705025903702,0.7216705025903702,0.6943707482097933,0.7183428014314033,0.704176944433574,0.7018895720063476,0.7223427957663562,0.7225747419399888,0.704568224674081,0.7057488692802779,0.6944442971614699,0.709523823846218
0,afraid,94,sad,False,0.4225621692495795,0.4225621692495795,0.43338705055648064,0.44174757479809557,0.4302145299153598,0.43133789561094343,0.45897324704750686,0.3878671896068238,0.4050427601806661,0.40303580618790313,0.43829490177956965,0.41741502827707205
0,afraid,95,hopeful,False,0.590220541365803,0.590220541365803,0.6004835070596917,0.6146449287262066,0.5857980853570317,0.5927559156626196,0.601624975553029,0.5771357883278831,0.5850543211852566,0.592668152971087,0.6174540586312657,0.6038912209053037
0,afraid,96,anxious,False,0.6019498430887478,0.6019498430887478,0.603068341291227,0.6241150918824437,0.5905954634559636,0.6101775382185723,0.6214528642440795,0.5901495703933539,0.5946291319374468,0.6192220933475805,0.6144675884517565,0.598230299116101
0,afraid,97,lonely,False,0.6072540997764593,0.6072540997764593,0.6004486761578197,0.6169215544319906,0.6078048401497264,0.6399256694793451,0.6335079099217853,0.5907291424810024,0.5930383497132521,0.6059130777042215,0.6051284089476656,0.6236030721377617
0,afraid,98,sad,False,0.49967596336478176,0.49967596336478176,0.5102736708557927,0.5206490287435999,0.5155600117224757,0.5190573910795991,0.5269596299339282,0.49961031004498246,0.5054037027501431,0.5109514526156194,0.512521209084083,0.508556785771422
0,afraid,99,faithful,False,0.6935715803882214,0.6935715803882214,0.6757930582433149,0.7087994449123112,0.675363363792793,0.7045560360159344,0.6969041717377848,0.6871120162705417,0.6803331185018455,0.7012768865624007,0.7086055319143709,0.713334836115232
0,angry,100,hopeful,False,0.6041463612407021,0.5906041390094245,0.6041463612407021,0.6229357546897878,0.5755428657249146,0.5965615456727367,0.5941547212459162,0.5882521803595184,0.5933739634585368,0.5992442218809106,0.6236658761383725,0.6122467744154361
0,angry,101,sad,False,0.5337892478915081,0.5233762136202174,0.5337892478915081,0.5428984851889125,0.522178891031083,0.5438065994426898,0.5551718318384402,0.5081172924501919,0.5174395028941559,0.5153813458060805,0.526234491364977,0.5294422089161117
0,angry,102,sad,False,0.427049465234499,0.419411331047531,0.427049465234499,0.4073677658147008,0.44566698085427403,0.42453315474529824,0.4489590621193078,0.4170614117630993,0.4223564072504373,0.4038840040792421,0.4040233448782675,0.39638165888097415
0,angry,103,terrified,False,0.7157176486243177,0.7338016766230349,0.7157176486243177,0.7201623588044982,0.7182448026718715,0.7133237167670547,0.7141847028244132,0.7441215158250754,0.735177886761327,0.7265925723136766,0.7133159589207478,0.7274228275563059
0,angry,104,anxious,False,0.7005486346673928,0.7285957869446185,0.7005486346673928,0.7344085892035674,0.6881727231679545,0.718448907075717,0.7024682094616936,0.7287813874216247,0.7175735586085121,0.7298635101934241,0.7245022839707835,0.7303124808647596
0,angry,105,anxious,False,0.6821223529348022,0.7048709125169592,0.6821223529348022,0.7296713290236612,0.6744028055462649,0.7075552543499074,0.6957030615344494,0.7037872244521168,0.6888565308390658,0.7166969875432883,0.7289807036552716,0.727934052534985
0,angry,106,sad,False,0.3563228894870654,0.34992769948638003,0.3563228894870654,0.35330250948271763,0.3869008833629515,0.3861488711281509,0.40170322908875533,0.3383452630313931,0.34538856966586073,0.3428828461782951,0.3406184240179593,0.3540959281510194
0,angry,107,angry,True,0.5641393416080062,0.5286305354316473,0.5641393416080062,0.5413219204630217,0.527696047573309,0.5254566667612183,0.5255043923227978,0.5222970180228378,0.5533807095995316,0.5196244500057031,0.5418989709084834,0.5212624188389753
0,angry,108,afraid,False,0.7598248960885042,0.7919771924403864,0.7598248960885042,0.7752325544993044,0.7532363146355265,0.7862351779860463,0.7707898494155044,0.7826113211203813,0.7766668532776126,0.7848173350862673,0.7751183367315767,0.7909017529366954
0,angry,109,devastated,False,0.3974761440224239,0.3840827292077569,0.3974761440224239,0.3561158972985916,0.4324138760242343,0.37272089496470895,0.41826930651042726,0.36383276929257574,0.38777142131574227,0.343542806657424,0.3476091422825099,0.34449620405541337
0,angry,110,lonely,False,0.5707119524058726,0.6000106215171449,0.5707119524058726,0.59952512041003,0.5843698885338386,0.6171155912005227,0.6150584957355876,0.5767368702413176,0.566295528731072,0.589213641219083,0.5948572648941084,0.6129184025573275
0,angry,111,sad,False,0.6097984873241693,0.6160094628633481,0.6097984873241693,0.6340378648152459,0.6039167759394928,0.6300442584725097,0.6343981183751228,0.6109754664895946,0.6056791610608583,0.6192474480705704,0.6306362876444828,0.6187547514970823
0,angry,112,devastated,False,0.6348211594542384,0.630557625613059,0.6348211594542384,0.6239588146976556,0.6772072358566781,0.6345867502265108,0.6670866110674686,0.6247037658310048,0.6234302636359375,0.6264773829832933,0.6082260282324781,0.6355767332331138
0,angry,113,sad,False,0.5032509656614401,0.518115320802575,0.5032509656614401,0.5318492304070251,0.5189022568603749,0.5389224922293694,0.5612142420408959,0.49252002702382547,0.4864393053298182,0.506838622636141,0.5188956126792315,0.5290479520440121
