layer,prompt_context,utterance_context,mean_similarity,is_within_context
2,faithful,anxious,0.998821957301729,False
2,faithful,devastated,0.9958449681335573,False
2,faithful,lonely,0.9988585515385691,False
2,faithful,sad,0.9987474556000874,False
2,faithful,terrified,0.9987303976981587,False
2,faithful,furious,0.9987286734232675,False
2,faithful,grateful,0.9986946012564826,False
2,faithful,hopeful,0.9987734860324734,False
2,faithful,faithful,0.99876319994657,True
9,afraid,afraid,0.9871381250864977,True
9,afraid,angry,0.9858802335566943,False
9,afraid,anxious,0.9876427266843301,False
9,afraid,devastated,0.9805538856123625,False
9,afraid,lonely,0.9878247848932384,False
9,afraid,sad,0.9870098337782338,False
9,afraid,terrified,0.9870735468290807,False
9,afraid,furious,0.9862116320393194,False
9,afraid,grateful,0.9855282949924876,False
9,afraid,hopeful,0.9865320687424426,False
9,afraid,faithful,0.986552539933896,False
9,angry,afraid,0.9859917110500038,False
9,angry,angry,0.9853886152837865,True
9,angry,anxious,0.9865124937234133,False
9,angry,devastated,0.9798002068295815,False
9,angry,lonely,0.9868592667976748,False
9,angry,sad,0.9861746996092162,False
9,angry,terrified,0.9858942872870977,False
9,angry,furious,0.9857988482948953,False
9,angry,grateful,0.9847461791710787,False
9,angry,hopeful,0.9856447886056416,False
9,angry,faithful,0.9857915311174847,False
9,anxious,afraid,0.9855780844261995,False
9,anxious,angry,0.9845174958518128,False
9,anxious,anxious,0.9867355680208002,True
9,anxious,devastated,0.9791363091035484,False
9,anxious,lonely,0.9865853349070652,False
9,anxious,sad,0.9857509780001809,False
9,anxious,terrified,0.9854596530503513,False
9,anxious,furious,0.9848155939613474,False
9,anxious,grateful,0.9844094725776693,False
9,anxious,hopeful,0.9857538524236908,False
9,anxious,faithful,0.9854060798678663,False
9,devastated,afraid,0.985506440248567,False
9,devastated,angry,0.984657574204107,False
9,devastated,anxious,0.9861033520389294,False
9,devastated,devastated,0.9797920665072994,True
9,devastated,lonely,0.986743965720503,False
9,devastated,sad,0.9862001121943329,False
9,devastated,terrified,0.9853510786746483,False
9,devastated,furious,0.9849241066990954,False
9,devastated,grateful,0.9843786150650796,False
9,devastated,hopeful,0.9853660318868286,False
9,devastated,faithful,0.9854369589162602,False
9,lonely,afraid,0.9879456736593096,False
9,lonely,angry,0.9869003288837507,False
9,lonely,anxious,0.9887698257698768,False
9,lonely,devastated,0.9814526340591303,False
9,lonely,lonely,0.9896901795609506,True
9,lonely,sad,0.9883799561831241,False
9,lonely,terrified,0.9876724232077205,False
9,lonely,furious,0.986999324241164,False
9,lonely,grateful,0.9865134619863054,False
9,lonely,hopeful,0.9878354657296015,False
9,lonely,faithful,0.9880417343017754,False
9,sad,afraid,0.9891062372113276,False
9,sad,angry,0.9880622601721436,False
9,sad,anxious,0.9898747583160792,False
9,sad,devastated,0.9828575657166857,False
9,sad,lonely,0.9903366434609321,False
9,sad,sad,0.9896994570370667,True
9,sad,terrified,0.9888442933502529,False
9,sad,furious,0.9881569735651796,False
9,sad,grateful,0.9874933385281958,False
9,sad,hopeful,0.9889485662267878,False
9,sad,faithful,0.9889291805857258,False
9,terrified,afraid,0.9820867737270068,False
9,terrified,angry,0.9810259673895975,False
9,terrified,anxious,0.9822842715005532,False
9,terrified,devastated,0.9760192451251211,False
9,terrified,lonely,0.9825603188582265,False
9,terrified,sad,0.9818632523816515,False
9,terrified,terrified,0.9822599118266151,True
9,terrified,furious,0.9816682887578089,False
9,terrified,grateful,0.9810542662577193,False
9,terrified,hopeful,0.981358892279316,False
9,terrified,faithful,0.981393881090733,False
9,furious,afraid,0.985083848650111,False
9,furious,angry,0.9845320202067108,False
9,furious,anxious,0.9855211914597904,False
9,furious,devastated,0.9790929781364303,False
9,furious,lonely,0.9858664077825321,False
9,furious,sad,0.9852130903064915,False
9,furious,terrified,0.9850958316593369,False
9,furious,furious,0.9851118045339261,True
9,furious,grateful,0.9841163970848283,False
9,furious,hopeful,0.984673557335465,False
9,furious,faithful,0.9847826543848766,False
9,grateful,afraid,0.9840631819313714,False
9,grateful,angry,0.9832979841072768,False
9,grateful,anxious,0.9848906704421777,False
9,grateful,devastated,0.9780362960996574,False
9,grateful,lonely,0.985392479753617,False
9,grateful,sad,0.9844684867646399,False
9,grateful,terrified,0.9839411554562767,False
9,grateful,furious,0.9836595414372689,False
9,grateful,grateful,0.9837219561261267,True
9,grateful,hopeful,0.9843382637600964,False
9,grateful,faithful,0.9842921330796711,False
9,hopeful,afraid,0.9877279880723973,False
9,hopeful,angry,0.9866258748007073,False
9,hopeful,anxious,0.9888819498003282,False
9,hopeful,devastated,0.9811014785107837,False
9,hopeful,lonely,0.9887668081069975,False
9,hopeful,sad,0.9879870287220117,False
9,hopeful,terrified,0.9873852215032499,False
9,hopeful,furious,0.9866943802288323,False
9,hopeful,grateful,0.9863584859004888,False
9,hopeful,hopeful,0.9883127977052394,True
9,hopeful,faithful,0.9878694767768266,False
9,faithful,afraid,0.98450631863719,False
9,faithful,angry,0.9837060803340703,False
9,faithful,anxious,0.9852774212643249,False
9,faithful,devastated,0.9783329216427045,False
9,faithful,lonely,0.9858591310376541,False
9,faithful,sad,0.9848733965134007,False
9,faithful,terrified,0.984294973302014,False
9,faithful,furious,0.9839580976830133,False
9,faithful,grateful,0.9836687546685665,False
9,faithful,hopeful,0.9847063448751243,False
9,faithful,faithful,0.9851209825096175,True
15,afraid,afraid,0.968855940490351,True
15,afraid,angry,0.9659969666877405,False
15,afraid,anxious,0.9700609593006738,False
15,afraid,devastated,0.9615254861960271,False
15,afraid,lonely,0.9702877688388857,False
15,afraid,sad,0.9685720077438075,False
15,afraid,terrified,0.9688793542416609,False
15,afraid,furious,0.9669199914626755,False
15,afraid,grateful,0.9648098733615108,False
15,afraid,hopeful,0.9673953943375411,False
15,afraid,faithful,0.9673861812325882,False
15,angry,afraid,0.9663724229878586,False
15,angry,angry,0.9650322817012992,True
15,angry,anxious,0.9676439380982896,False
15,angry,devastated,0.9598955494007921,False
15,angry,lonely,0.9681339094799563,False
15,angry,sad,0.9667542501001298,False
15,angry,terrified,0.9663015478646306,False
15,angry,furious,0.9661769239799046,False
15,angry,grateful,0.9631021389019968,False
15,angry,hopeful,0.9654457092400908,False
15,angry,faithful,0.9658338079065456,False
15,anxious,afraid,0.9652043252330801,False
15,anxious,angry,0.9628286157776808,False
15,anxious,anxious,0.9680488210888043,True
15,anxious,devastated,0.9582760652900685,False
15,anxious,lonely,0.967457437201037,False
15,anxious,sad,0.9656674636534656,False
15,anxious,terrified,0.9651081651049012,False
15,anxious,furious,0.9636997790371766,False
15,anxious,grateful,0.9623726623373595,False
15,anxious,hopeful,0.9656904878428985,False
15,anxious,faithful,0.9647471267961839,False
15,devastated,afraid,0.964824688112066,False
15,devastated,angry,0.9628970233606097,False
15,devastated,anxious,0.9663511559805591,False
15,devastated,devastated,0.9596404077316786,True
15,devastated,lonely,0.96753461625396,False
15,devastated,sad,0.9665149754582779,False
15,devastated,terrified,0.9647156333550262,False
15,devastated,furious,0.9637032466694695,False
15,devastated,grateful,0.9619660623060489,False
15,devastated,hopeful,0.9644834281223847,False
15,devastated,faithful,0.964602711960064,False
15,lonely,afraid,0.9704920011980619,False
15,lonely,angry,0.9681075614825732,False
15,lonely,anxious,0.9724835917686325,False
15,lonely,devastated,0.9634115517410262,False
15,lonely,lonely,0.9745839236051558,True
15,lonely,sad,0.9714974860379106,False
15,lonely,terrified,0.9701174078426182,False
15,lonely,furious,0.968539271988274,False
15,lonely,grateful,0.9669436897239503,False
15,lonely,hopeful,0.9701658744553985,False
15,lonely,faithful,0.9705385424084215,False
15,sad,afraid,0.9733872168774654,False
15,sad,angry,0.9709665108346685,False
15,sad,anxious,0.9752272096576722,False
15,sad,devastated,0.9669186653393257,False
15,sad,lonely,0.9760310615911035,False
15,sad,sad,0.9747478683750925,True
15,sad,terrified,0.9730526162416488,False
15,sad,furious,0.9713742165215093,False
15,sad,grateful,0.9692551839447974,False
15,sad,hopeful,0.972849869779637,False
15,sad,faithful,0.972735104602628,False
15,terrified,afraid,0.9579730581531927,False
15,terrified,angry,0.9555928854118841,False
15,terrified,anxious,0.9585234544431267,False
15,terrified,devastated,0.9517787622778554,False
15,terrified,lonely,0.9590112143168037,False
15,terrified,sad,0.9575346145074054,False
15,terrified,terrified,0.9584765935242092,True
15,terrified,furious,0.9571949431074253,False
15,terrified,grateful,0.9554206146408538,False
15,terrified,hopeful,0.9563849445099366,False
15,terrified,faithful,0.9565157926273296,False
15,furious,afraid,0.963994452566906,False
15,furious,angry,0.9628115133520841,False
15,furious,anxious,0.9650736126946001,False
15,furious,devastated,0.9580281516289728,False
15,furious,lonely,0.9656190095790422,False
15,furious,sad,0.96430816009104,False
15,furious,terrified,0.9641409695870509,False
15,furious,furious,0.9643486667192915,True
15,furious,grateful,0.961463514974887,False
15,furious,hopeful,0.9629763838696622,False
15,furious,faithful,0.9632940997077357,False
15,grateful,afraid,0.9621168652871361,False
15,grateful,angry,0.9604069782076488,False
15,grateful,anxious,0.9642486947750638,False
15,grateful,devastated,0.9561481029786534,False
15,grateful,lonely,0.965259472274069,False
15,grateful,sad,0.963179668543799,False
15,grateful,terrified,0.962049164638747,False
15,grateful,furious,0.9614528780544346,False
15,grateful,grateful,0.9614203873943715,True
15,grateful,hopeful,0.9630263303285795,False
15,grateful,faithful,0.962810427879493,False
15,hopeful,afraid,0.969807765793677,False
15,hopeful,angry,0.9673181459636644,False
15,hopeful,anxious,0.9725786142179692,False
15,hopeful,devastated,0.9625279127288774,False
15,hopeful,lonely,0.9720301166661367,False
15,hopeful,sad,0.9704100935837132,False
15,hopeful,terrified,0.9692602643082567,False
15,hopeful,furious,0.9677166659195573,False
15,hopeful,grateful,0.9665051958622127,False
15,hopeful,hopeful,0.9712031651804591,True
15,hopeful,faithful,0.9700418969201795,False
15,faithful,afraid,0.9622673919121011,False
15,faithful,angry,0.960533000841166,False
15,faithful,anxious,0.9642188068275631,False
15,faithful,devastated,0.9560019739438947,False
15,faithful,lonely,0.9653295596840993,False
15,faithful,sad,0.963194390318201,False
15,faithful,terrified,0.9619949228967732,False
15,faithful,furious,0.9613696356919019,False
15,faithful,grateful,0.9603423941395902,False
15,faithful,hopeful,0.9629533981690518,False
15,faithful,faithful,0.9639322331011321,True
28,afraid,afraid,0.8002302235107548,True
28,afraid,angry,0.7876932394611201,False
28,afraid,anxious,0.7965571644156823,False
28,afraid,devastated,0.7892308072703228,False
28,afraid,lonely,0.8050456197318965,False
28,afraid,sad,0.794992598454183,False
28,afraid,terrified,0.808243071595155,False
28,afraid,furious,0.790386436434491,False
28,afraid,grateful,0.7925357090492601,False
28,afraid,hopeful,0.7912986553328356,False
28,afraid,faithful,0.7941972065434882,False
28,angry,afraid,0.7928576667333995,False
28,angry,angry,0.7939592041192615,True
28,angry,anxious,0.7923605463973741,False
28,angry,devastated,0.7887112814633536,False
28,angry,lonely,0.8000448152606201,False
28,angry,sad,0.7935363493436586,False
28,angry,terrified,0.7988697716913155,False
28,angry,furious,0.7987671058194432,False
28,angry,grateful,0.7915162274228894,False
28,angry,hopeful,0.7900409589090556,False
28,angry,faithful,0.79591905413649,False
28,anxious,afraid,0.7962155687476428,False
28,anxious,angry,0.7891801031253768,False
28,anxious,anxious,0.8072170577762118,True
28,anxious,devastated,0.7881103111854846,False
28,anxious,lonely,0.8083420421408809,False
28,anxious,sad,0.7968513205257872,False
28,anxious,terrified,0.8023805668174427,False
28,anxious,furious,0.7907087389530625,False
28,anxious,grateful,0.7973226880234806,False
28,anxious,hopeful,0.8031524502228307,False
28,anxious,faithful,0.7996389018883442,False
28,devastated,afraid,0.7904462889792969,False
28,devastated,angry,0.7863668375502173,False
28,devastated,anxious,0.7903860190059995,False
28,devastated,devastated,0.7967126139899711,True
28,devastated,lonely,0.8058666807305631,False
28,devastated,sad,0.8031680521884257,False
28,devastated,terrified,0.7968960618094155,False
28,devastated,furious,0.7879596424491276,False
28,devastated,grateful,0.7928565648112373,False
28,devastated,hopeful,0.7898003205505003,False
28,devastated,faithful,0.7950792855312746,False
28,lonely,afraid,0.793446495198597,False
28,lonely,angry,0.7876058718792772,False
28,lonely,anxious,0.7971654263866563,False
28,lonely,devastated,0.7900576847173585,False
28,lonely,lonely,0.8200048617993787,True
28,lonely,sad,0.8008191908859049,False
28,lonely,terrified,0.7985123125280843,False
28,lonely,furious,0.7881863064250979,False
28,lonely,grateful,0.7970379260561338,False
28,lonely,hopeful,0.7962047208328584,False
28,lonely,faithful,0.8035360928233307,False
28,sad,afraid,0.797266003174046,False
28,sad,angry,0.792655336310914,False
28,sad,anxious,0.8004407903509958,False
28,sad,devastated,0.7992663806687207,False
28,sad,lonely,0.8145283198642638,False
28,sad,sad,0.8092396303542937,True
28,sad,terrified,0.8042633051865987,False
28,sad,furious,0.793471273700613,False
28,sad,grateful,0.7987861308045489,False
28,sad,hopeful,0.7985335514633071,False
28,sad,faithful,0.8004829690398686,False
28,terrified,afraid,0.7897592605069959,False
28,terrified,angry,0.7776698015860843,False
28,terrified,anxious,0.7817411378504163,False
28,terrified,devastated,0.7809609266392427,False
28,terrified,lonely,0.7916850782671508,False
28,terrified,sad,0.7843487729694131,False
28,terrified,terrified,0.7984881956488648,True
28,terrified,furious,0.7817746476098123,False
28,terrified,grateful,0.7824916695567742,False
28,terrified,hopeful,0.777237934327266,False
28,terrified,faithful,0.7824326483212455,False
28,furious,afraid,0.7874421764735503,False
28,furious,angry,0.7883639562415852,False
28,furious,anxious,0.7857319849124174,False
28,furious,devastated,0.7845516335308963,False
28,furious,lonely,0.792584463429636,False
28,furious,sad,0.787346442100851,False
28,furious,terrified,0.7939784660866397,False
28,furious,furious,0.7946001195145056,True
28,furious,grateful,0.7872156077816433,False
28,furious,hopeful,0.7832907300636432,False
28,furious,faithful,0.7882637010541917,False
28,grateful,afraid,0.7948807672659195,False
28,grateful,angry,0.792351308667593,False
28,grateful,anxious,0.800510569754012,False
28,grateful,devastated,0.7935044118268706,False
28,grateful,lonely,0.8137070044602448,False
28,grateful,sad,0.8016705592374135,False
28,grateful,terrified,0.8005576624390196,False
28,grateful,furious,0.7944983696099269,False
28,grateful,grateful,0.8081186060068761,True
28,grateful,hopeful,0.8047834888085296,False
28,grateful,faithful,0.8064727256397095,False
28,hopeful,afraid,0.792002471787691,False
28,hopeful,angry,0.7860484955027072,False
28,hopeful,anxious,0.8018330794040875,False
28,hopeful,devastated,0.7849062421220174,False
28,hopeful,lonely,0.8034373215465161,False
28,hopeful,sad,0.7924355088212495,False
28,hopeful,terrified,0.7957082365412536,False
28,hopeful,furious,0.786714937328299,False
28,hopeful,grateful,0.7957091902940218,False
28,hopeful,hopeful,0.806948783257213,True
28,hopeful,faithful,0.8018441152501067,False
28,faithful,afraid,0.7945684618947706,False
28,faithful,angry,0.7910858032109381,False
28,faithful,anxious,0.799697247847062,False
28,faithful,devastated,0.7903499115559454,False
28,faithful,lonely,0.8129413221389843,False
28,faithful,sad,0.7993757536639986,False
28,faithful,terrified,0.7989516826593529,False
28,faithful,furious,0.7917633147884335,False
28,faithful,grateful,0.8008609472092745,False
28,faithful,hopeful,0.8038727957636145,False
28,faithful,faithful,0.8134820057883073,True
